노선명,노선번호,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),주요경유지,총길이(km),일반도로너비(m),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
산단로2L,,경기도,단원구,신길동 1227 (일성신약삼거리),신길동 1228-1 (영림화학),,,,,,0.17,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산단로3L,,경기도,단원구,신길동 1228-1 (영림화학),신길동 1230 (안산공단주Y소),,,,,,0.27,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산단로4L,,경기도,단원구,신길동 1230 (안산공단주Y소),원시동 726-3 (한국몰렉스),,,,,,1.43,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
수인로1,,경기도,상록구,수암동 136-8,수암동 125-4 (안산건강원),,,,,,0.7,,2.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로1R,,경기도,단원구,성곡동 727 (황해철강),성곡동 678 (시흥5교),,,,,,2.11,,2.2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로2R,,경기도,단원구,성곡동 678 (시흥5교),성곡동 444-4 (삼양통상사거리),,,,,,0.95,,2.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로3R,,경기도,단원구,성곡동 615 (삼양통상사거리),초지동 658-4,,,,,,4.01,,2.8,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로1L,,경기도,단원구,초지동 624-4 (㈜대연),초지동 649-4 ( (주)한일루브텍),,,,,,1.04,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로2L,,경기도,단원구,초지동 649-4 ( (주)한일루브텍),초지동 783-8 (AMC),,,,,,0.1,,2.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로3L,,경기도,단원구,원시동 783-8,성곡동 606-6 (㈜신진전자),,,,,,2.53,,2.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로4L,,경기도,단원구,성곡동 605-3 (㈜나노프레스),성곡동 625-7 (미강철강),,,,,,0.4,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로5L,,경기도,단원구,성곡동 625-3 (미강철강),성곡동 673-14 (시흥5교),,,,,,0.68,,2.8,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
별망로6L,,경기도,단원구,성곡동 673-14 (시흥5교),성곡동 712 (정왕7교),,,,,,2.11,,2.4,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
해안로1,,경기도,단원구,초지동 670 (STX에너지),초지동 794-1 (별망고가사거리),,,,,,0.37,,3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
해안로2R,,경기도,단원구,초지동 794-1 (일반폐기물 매립지),사동 1512-7 (사리사거리),,,,,,1.81,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
해안로3R,,경기도,상록구,사동 1636 (사리사거리),본오1동 32-1 (각골사거리),,,,,,5.51,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
해안로1L,,경기도,상록구,본오1동 727-1 (각골사거리),사동 1637 (사리사거리),,,,,,5.43,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
해안로2L,,경기도,상록구,사동 1509 (사리사거리),초지동 746 (별망고가사거리),,,,,,1.84,,3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로1R,,경기도,단원구,중앙대로 153,샛뿔정류소  (ID18065),,,,,,1.28,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로2R,,경기도,단원구,샛뿔정류소  (ID18065),신길동 909-14 (쌍용플라워),,,,,,1.01,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로3R,,경기도,단원구,원곡동 381-2 (안산역),원곡동 387 (안산역환승센터),,,,,,0.16,,1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로4R,,경기도,단원구,원곡동 387 (안산역환승센터),원곡동 993-10,,,,,,0.82,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로5R,,경기도,단원구,원곡동 580-11 (연수원사거리),원곡동 640-19,,,,,,0.26,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로6R,,경기도,단원구,원곡동 640-19,초지동 750,,,,,,1.29,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로7R,,경기도,단원구,초지동 750,초지동 1-1209 (화정교),,,,,,0.38,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로8R,,경기도,단원구,초지동 1-1436 (화정교),고잔동 289-52 (안산우체국교차로),,,,,,0.48,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로9R,,경기도,단원구,고잔동 787 (안산우체국교차로),고잔동 167-87 (중앙역사거리),,,,,,0.91,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로10,,경기도,단원구,고잔동 723-3 (중앙역사거리),고잔동 723 (중앙역),,,,,,0.28,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로11R,,경기도,단원구,고잔동 167-378(중앙역1번출구),고잔동 829,,,,,,0.28,,1.5,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로12R,,경기도,단원구,고잔동 829,이동 614-27 (단원미술관사거리),,,,,,0.19,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로1L,,경기도,단원구,성포동 590 (단원미술관사거리),고잔동 541-3 (기아자동차),,,,,,0.81,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로2L,,경기도,단원구,고잔동 537-5 (중앙역사거리),고잔동 531-5 (한양빌딩),,,,,,0.51,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로3L,,경기도,단원구,고잔동 531-5 (한양빌딩),고잔동 526-2 (안산시청 별관),,,,,,0.13,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로4L,,경기도,단원구,고잔동 526-2 (안산시청 별관),고잔동 817 (고잔역삼거리),,,,,,0.68,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로5L,,경기도,단원구,고잔동 817 (고잔역삼거리),초지동 666-1 (와스타디움),,,,,,0.08,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로6L,,경기도,단원구,초지동 666-1 (와스타디움),초지동 666-1 (와스타디움),,,,,,0.15,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로7L,,경기도,단원구,초지동 666-1 (와스타디움),초지동 666 (와스타디움),,,,,,0.14,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로8L,,경기도,단원구,초지동 666 (와스타디움),초지동 666 (와스타디움),,,,,,0.09,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로9L,,경기도,단원구,초지동 666 (와스타디움),초지동 666 (단원구청삼거리),,,,,,0.09,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로10L,,경기도,단원구,초지동 666 (단원구청삼거리),초지동 666-2 (초지역사거리),,,,,,0.63,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로11L,,경기도,단원구,초지동 803,초지동 803,,,,,,0.43,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로12L,,경기도,단원구,초지동 803,초지동 592-4 (대동연립8차),,,,,,1.35,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로13L,,경기도,단원구,원곡동 809-5 (진성고시텔),원곡동 799-10 (안산역삼거리),,,,,,0.19,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로14L,,경기도,단원구,원곡동 787-15 (안산역환승센터),신길동 666-2 (샛뿔정류소건너편)),,,,,,1.56,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로15L,,경기도,단원구,신길동 1375-11 (신길샛뿔삼거리),신길동 216-269,,,,,,1.03,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
중앙대로16L,,경기도,단원구,신길동 225-3,신길동 224-8,,,,,,0.17,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로1R,,경기도,단원구,신길동 1743 (신길지하차도 삼거리),신길동 1574 (원곡지하차도 사거리),,,,,,1.07,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로2R,,경기도,단원구,원곡동 963 (경기철강),원곡동 산 29-3 (근청아파트입구 삼거리),,,,,,0.19,,1.6,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로3R,,경기도,단원구,선부동 1071 (차량등록소서사거리),선부동 1073 (선부광장),,,,,,0.12,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로4R,,경기도,단원구,고잔동 612 (충효입구삼거리),성포동 593-39 (성포광장),,,,,,1.46,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로5R,,경기도,상록구,성포동 593-39 (성포광장),성포동 594-3 (노적봉사거리),,,,,,0.31,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로6R,,경기도,상록구,성포동 594-3 (노적봉사거리),성포동 595 (상록청소년수련관),,,,,,0.45,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로7R,,경기도,상록구,성포동 595 (상록청소년수련관),부곡동 708-1,,,,,,0.2,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로1L,,경기도,상록구,부곡동 685-11 (성포IC사거리),성포동 445-30 (성포예술광장),,,,,,0.84,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로2L,,경기도,상록구,월피동 445,고잔동 648-3 (주공7단지사거리),,,,,,0.31,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로3L,,경기도,단원구,고잔동 648-3 (주공7단지사거리),고잔동 648-1 (동명씽크공장),,,,,,0.19,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로4L,,경기도,단원구,고잔동 648 (동명씽크공장),고잔동 631-3 (덕성초교사거리),,,,,,0.11,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로5L,,경기도,단원구,고잔동 631-3 (덕성초교사거리),고잔동 613 (충효입구삼거리),,,,,,0.77,,1.1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로5,,경기도,단원구,고잔동 613 (충효입구삼거리),선부동 1076-9,,,,,,1.71,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로6L,,경기도,단원구,선부동 1074 (선부광장),선부동 1070-10 (차량등록사업소서 사거리),,,,,,0.13,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로6,,경기도,단원구,선부동 1070-10 (차량등록사업소서 사거리),선부동 산153-1 (근청아파트입구 삼거리),,,,,,0.66,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로7L,,경기도,단원구,선부동 산153-22 (근청아파트입구 삼거리),원곡동 995-20 (관산슈퍼),,,,,,0.32,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로8L,,경기도,단원구,원곡동 951-8 (관산슈퍼),원곡동 959-5 (원곡지하차도 교차로),,,,,,0.44,,1.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
삼일로1R,,경기도,단원구,원곡동 1560 (원곡지하차도 교차로),신길동 1510 (신길지하차도 삼거리),,,,,,1.11,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정왕천동로1,,경기도,단원구,성곡동 780-2,성곡동 695,,,,,,2.07,,3,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
시화로1,,경기도,단원구,성곡동 774(시흥8교),성곡동 694(번영2로),,,,,,1.51,,2.5,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
시화로2R,,경기도,단원구,성곡동 664-8 (욱성화학),성곡동 656 (중앙대로),,,,,,0.58,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
시화로1L,,경기도,단원구,성곡동 657 (중앙대로),성곡동 663-7 (번영2로),,,,,,0.57,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
진흥로1,,경기도,단원구,번영2로 118,성곡동 776,,,,,,1.5,,2.5,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신원로1R,,경기도,단원구,성곡동 627,성곡동 627-2 (한국바스프사거리),,,,,,0.32,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신원로1,,경기도,단원구,초지동 450-6 (서진단조),초지동 453 (동미전기공업),,,,,,0.39,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신원로2L,,경기도,단원구,성곡동 632-4 (한국바스프사거리),성곡동 633-5 (세경산업),,,,,,0.31,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신원로3,,경기도,단원구,성곡동 635-5 (시흥4교),성곡동 635-6 (강촌로),,,,,,0.31,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
성곡로1R,,경기도,단원구,성곡동 626 (돌안말공원사거리),성곡동 646 (LS오토모티브사거리),,,,,,2.18,,2.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
성곡로1L,,경기도,단원구,신길동 1053-5,성곡동 692-2 (돌안말공원사거리),,,,,,2.06,,2.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
목내로1,,경기도,단원구,목내동 433-3 (동일제지사거리),목내동 406 (기업은행사거리),,,,,,0.51,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
능안로1,,경기도,단원구,목내동 476-2 (강촌로),목내동 476-1 (바이엘입구),,,,,,0.12,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원시로1,,경기도,단원구,원시동 817-7 (제이티),원시동 714-1 (데오테크),,,,,,0.28,,2.1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원시로2,,경기도,단원구,원시동 718 (일진LED),원시동 718 (일진LED),,,,,,0.2,,1.9,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산성로1R,,경기도,단원구,초지동 623-6 (별망로),초지동 623 (보명실업),,,,,,0.14,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산성로1,,경기도,단원구,초지동 623 (보명실업),초지동 622-6 (신한산업),,,,,,0.39,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산성로2R,,경기도,단원구,초지동 620-5 (장Y),원시동 777-4 (산업주Y소),,,,,,0.81,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산성로1L,,경기도,단원구,원시동 778 (비스로),초지동 621-1 (나영식산업),,,,,,0.83,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
산성로2L,,경기도,단원구,초지동 648 (한양이엔씨),초지동 648 (한양이엔씨),,,,,,0.17,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
연수원로1,,경기도,단원구,원곡동 935-4 (풍전로),원시동 773-9 (기업은행),,,,,,1.05,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
번영2로1R,,경기도,단원구,번영2로 118,번영2로 118,,,,,,0.1,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
번영2로1L,,경기도,단원구,번영2로 117,시화로 145,,,,,,0.15,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
시우로1,,경기도,단원구,초지동 626-2 (코츠코리아),초지동 626-1,,,,,,0.11,,2.1,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
시우로2,,경기도,단원구,초지동 658-4,초지동 659-4 (별망고가사거리),,,,,,0.36,,2.3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
강촌로1,,경기도,단원구,목내동 476-2 (현진제업),목내동 476-2 (파라텍),,,,,,0.13,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
강촌로2,,경기도,단원구,신길동 1061-6,성곡동 639 (무들공원),,,,,,0.98,,3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
공단1대로1R,,경기도,단원구,성곡동 660 (정왕4교),성곡동 657,,,,,,0.85,,3,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로1,,경기도,단원구,초지동 671 (신안산대학교),초지동 68-2 (신안산대입구삼거리),,,,,,0.68,,3,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로2R,,경기도,단원구,초지동 666-2 (초지역사거리),초지동 666-2 (초지운동장사거리),,,,,,0.1,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로3R,,경기도,단원구,초지동 667 (초지운동장사거리),초지동 667 (선부11단지사거리),,,,,,0.56,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로4R,,경기도,단원구,초지동 1078 (선부11단지사거리),선부동 1077-15 (선부지구대삼거리),,,,,,0.52,,4,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로1L,,경기도,단원구,선부동 1072-7 (선부지구대삼거리),초지동 612 (원초로),,,,,,0.81,,2,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
동산로2,,경기도,단원구,동산로 63,동산로 57,,,,,,0.13,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정왕대로R1,,경기도,단원구,신길동 255-1,신길동 1372-1,,,,,,0.42,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정왕대로1L,,경기도,단원구,신길동 224-33,신길동 249-14,,,,,,0.13,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
정왕대로2L,,경기도,단원구,신길동 249-14,신길동 1068-3,,,,,,0.33,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
능길로1,,경기도,단원구,성곡동 647-1 (오스람삼거리),LS오토모티브사거리,,,,,,0.45,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
황고개로1R,,경기도,단원구,신길동 216-369 (신길온천역),신길동 198-67,,,,,,0.77,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
황고개로1L,,경기도,단원구,신길동 198-67,신길동 216-83 (신길온천역),,,,,,0.83,,5,자전거전용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신각길1,,경기도,단원구,신길동 1454 (안산개인택시운송조합),신길동 1483,,,,,,0.47,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신각길2,,경기도,단원구,신길동 655-2,신길동 88-13 (주님의교회),,,,,,0.22,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
새뿔길1,,경기도,단원구,신길동 656-5 (신길온천역 휴먼시아206동),신길동 709-11 (신길온천역 휴먼시아209동),,,,,,0.21,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
새뿔길2,,경기도,단원구,신길동 1483,신길동 1514 (신길초교삼거리),,,,,,0.34,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
도일로1R,,경기도,단원구,신길동 1688 (이마트트레이더스),신길동 1526 (거머교),,,,,,0.74,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
도일로1L,,경기도,단원구,신길동 1517 (거머교),신길동 1702 (내주Y소 (에스오일)),,,,,,0.71,,2,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
도일로 (지선1)2,,경기도,단원구,신길동 1684 (신길2교),신길동 1685 (이마트트레이더스),,,,,,0.12,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
도일로 (지선2)3,,경기도,단원구,신길동 1527,신길동 1549 (신길중학교),,,,,,0.39,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
신길로1,,경기도,단원구,신길동 1633 (고고비어),신길동 1549 (신길중학교),,,,,,0.78,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
부부로1,,경기도,단원구,원곡동 787-17 (비즈푸드),원곡동 960 (삼정주Y소),,,,,,0.66,,1.7,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
부부로2,,경기도,단원구,원곡동 959-5 (삼일로),선부동 984 (시화카정비),,,,,,0.58,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡로1R,,경기도,단원구,원곡동 799-12,원곡동 753 (원곡다문화파출소),,,,,,0.6,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡로1L,,경기도,단원구,원곡동 752-5 (한일자동펌프),원곡동 798-6 (예스치과),,,,,,0.64,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡1로1R,,경기도,단원구,원곡동 810-11,원곡동 811 (원곡초교),,,,,,0.29,,1.4,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원곡1로1L,,경기도,단원구,원곡동 802-4,원곡동 809-5 (계양전동공구),,,,,,0.36,,1.8,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로1R,,경기도,단원구,원곡동 828-5 (원산파출소사거리),원곡동 828-5 (원초로),,,,,,0.23,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로1,,경기도,단원구,원곡동 936 (관산운동장),원곡동 936-5 (원곡2동주민센터),,,,,,0.1,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로2L,,경기도,단원구,원곡동 936-4 (안산서초교),원곡동 821-2 (원선파출소사거리),,,,,,0.39,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
원선로3,,경기도,단원구,원곡동 821-3 (원선파출소),원곡동 820-17 (기아오토큐 원곡점),,,,,,0.33,,1.5,자전거보행자겸용도로,Y,경기도 안산시 철도교통과,031-481-2293,2023-06-12,3930000,경기도 안산시
