auser_info_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***58,금강자전거길,201910**,F,5,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,군포시,산본2동,,삼성,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0LRlh&articleno=8614880,금강자전거길
D***71,양재천자전거길,201910**,F,4,"교직 (교사, 유치원교사, 학원강사)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,하동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,KT,https://blog.naver.com/jeaneegina/221520349630,서울  자전거길양재천
D***55,제주환상자전거길,201910**,M,4,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경북,경주시,현곡면,"경차 (모닝, 스파크 등)",삼성,LG U+,https://blog.naver.com/ehoajdcnd/221511232639,제주도제주도자전거여행 2박3일 제주도환상종주자전거길 1일차
D***09,경춘선자전거길,201910**,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청원군,옥산면,,삼성,알뜰폰(MVNO),https://m.blog.naver.com/mmosoon/221681221552,191016 경춘선자전거길  퇴계원역사릉역금곡역남양주시청제1청사
D***96,영산강자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,서초구,우면동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,알뜰폰(MVNO),https://m.blog.naver.com/congjin2/221630627607,국내자전거여행 영산강 자전거길 여행 1일차  전주에서 담양까지 12
D***13,금강자전거길,201910**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,충남,논산시,연무읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,KT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0LRlh&articleno=8614880,금강자전거길
D***70,한강종주자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,단독주택,서울,광진구,광장동,"준중형파생 (벨로스터, I30 등)",삼성,SKT,https://m.blog.naver.com/bluetooth21/221553113736,한강종주자전거길서울구간1일차
D***07,섬진강자전거길,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,선부1동,,LG,LG U+,https://m.blog.naver.com/jounho9199/221719711334,섬진강자전거길1436km                 섬진강댐광양배알도수변공원
D***55,낙동강자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,종로구,행촌동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,https://blog.naver.com/scolebusan/221479189473,190226 스콜부산점 건강라이딩 낙동강변 자전거길
D***55,영산강자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,종로구,행촌동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,https://m.blog.naver.com/juneyoup1/221674643356,영산강 자전거길 종주 3박4일 4
D***87,낙동강자전거길,201910**,F,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,문산읍,"경차 (모닝, 스파크 등)",LG,LG U+,https://m.blog.naver.com/llblessingll/221536049910,양산라이딩 서비바이크 낙동강자전거길  배태고개  밀양댐  역순 갑자기 분위기 90km
D***,금강종주,201910**,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서초구,잠원동,,삼성,KT,https://m.blog.naver.com/ngviolet/221647052569,금강종주 2일차ㅡ밤빵 브런치 : 네이버 블로그
D***,사천시자전거길,201910**,M,4,,,      ,          ,,서울,영등포구,문래동3가,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0OpR5&articleno=1002,사천시 자전거길옛군지역2
D***,사천시자전거길,201910**,M,5,,,      ,          ,,경기,수원시 권선구,오목천동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0OpR5&articleno=1002,사천시 자전거길옛군지역2
D***,영산강자전거길,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,방화1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,SKT,https://blog.naver.com/kos325/221521162317,영산강자전거길
D***,무심천자전거길,201910**,F,2,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,남양주시,진접읍,,애플,KT,https://blog.naver.com/2058mangi/221488040622,충북 청주청남대 입구 무심천 자전거길 라이딩  자전거 여행
D***,경춘선자전거길,201910**,M,2,,,      ,          ,,전북,전주시 덕진구,송천동1가,,,,https://m.blog.naver.com/bamool/221612736620,청평역 경춘선 자전거길 옛 추억
D***,선유도자전거길,201910**,M,5,,,      ,          ,,서울,종로구,창신2동,,,,https://m.blog.naver.com/skylee0331/221662937073,군산 가볼만한곳 BEST3 선유도 자전거길부터 짚라인까지
D***,섬진강자전거길,201910**,F,3,,,      ,          ,,경기,김포시,장기동,,,,http://blog.daum.net/color0328/352130,자전거라이딩 섬진강자전거길토지면사무소  광양매화마을
D***,소양강댐자전거길,201910**,M,5,,,      ,          ,,울산,동구,방어동,,,,https://m.blog.naver.com/hongyw/221704675340,춘천 가볼만 한 곳  춘천 소양강댐 자전거길 20191111
D***,자라섬자전거길,201910**,M,4,,,      ,          ,,서울,중랑구,신내동,,,,https://m.blog.naver.com/wn041/221544293735,자라섬 캠핑장 자전거 길
D***,굴포천자전거길,201910**,M,3,,,      ,          ,,경기,시흥시,신천동,,,,https://m.blog.naver.com/24oo/221560651708,아라 한강갑문 인증센터  굴포천 자전거길 돌아보기 44km
D***,여수자전거길,201910**,M,5,,,      ,          ,,서울,강남구,개포1동,,,,https://m.blog.naver.com/rid/221574505451,여수자전거길 달천 장척
D***2,대성리역자전거길,201910**,F,3,,,      ,          ,,전남,영암군,삼호읍,,,,https://m.blog.naver.com/collectte2/221530771749,마석역에서 대성리역 자전거길 딸랑구랑 킥보드 드라이브
D***6,구례자전거길,201910**,F,3,,,      ,          ,,서울,관악구,신사동,,,,https://blog.naver.com/guryesns/221506530992,구례걷기 구례 자전거길 걸어서 섬진강 두꺼비다리까지 걷다
D***1,금호강자전거길,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",900~999만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 수지구,성복동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://blog.naver.com/kjjtlove/221517328128,금호강 자전거길을 달리는 사람들 동영상
D***2,성남시자전거길,201910**,M,2,,,      ,          ,,서울,종로구,신영동,,,,https://m.blog.naver.com/milcamp/221563470480,성남시 자전거길  탄천의 지천들23
D***3,남한강자전거길,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,월계3동,,삼성,SKT,https://m.blog.naver.com/mmosoon/221650429712,190912 대소원면사무소중앙탑공원 남한강 자전거길 답사
D***0,낙동강자전거길,201910**,F,3,,,      ,          ,,경기,광주시,삼동,,,,https://m.blog.naver.com/vivid303/221652121496,대구근교나들이 달성보 드라이브 낙동강 자전거 종주길  국토종주 자전거길
D***0,강변자전거길,201910**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,경기,고양시 일산서구,가좌동,,애플,SKT,https://m.blog.naver.com/hadongblog/221657644140,섬진강수변산책길강변자전거길생활체육공원길을 걸으면 몸과 마음이 가벼워져요
D***1,무심천자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,구미동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",LG,LG U+,https://m.blog.naver.com/idplus/221638676376,청주 무심천자전거길  방죽골저수지청남대가는길  장평교 초가을 풍경
D***8,금강자전거길,201910**,M,5,,,      ,          ,,부산,동래구,안락1동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0LRlh&articleno=8614880,금강자전거길
D***6,아라뱃길자전거길,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,단독주택,경기,고양시 일산동구,장항동,"소형SUV/CUV (티볼리, QM3 등)",삼성,SKT,https://blog.naver.com/mym9907/221521962904,아라뱃길 자전거길 보행자 자전거 통행량 측정 시작
D***6,동해안자전거길,201910**,M,3,,,      ,          ,,부산,금정구,노포동,,,,https://m.blog.naver.com/zeropop0/221640575175,영덕 아름다운 바닷길 동해안 자전거길 블루로드 코스
D***0,오천자전거길,201910**,M,4,,,      ,          ,,서울,강동구,상일동,,,,https://m.blog.naver.com/libcho/221620050609,오천자전거길
D***4,굴포천자전거길,201910**,F,3,,,      ,          ,,서울,서초구,양재동,,,,https://blog.naver.com/2058mangi/221492869954,인천굴포천 자전거길 라이딩  자전거 여행
D***0,북한강자전거길,201910**,M,5,,,      ,          ,,경남,김해시,삼방동,,,,http://blog.daum.net/an-sangmoon/1051, 북한강 자전거길 트레킹운길산역대성리역 18km
D***4,탄금호자전거길,201910**,M,2,,,      ,          ,,경기,김포시,감정동,,,,https://m.blog.naver.com/f513300/221557397753,탄금호자전거길에서 남한강을 바라봅니다
D***4,섬진강자전거길,201910**,F,2,무직,700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강서구,화곡1동,,애플,KT,https://m.post.naver.com/viewer/postView.nhn?volumeNo=25508165&memberNo=2327118&vType=VERTICAL,가을을 온 몸으로  느껴보는 다압 송정공원  섬진강 자전거길
D***4,섬강자전거길,201910**,M,4,,,      ,          ,,경기,의정부시,의정부1동,,,,https://m.blog.naver.com/milcamp/221535875307,섬강 자전거길
D***4,한강자전거길,201910**,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,상봉1동,"소형SUV/CUV (티볼리, QM3 등)",삼성,SKT,https://m.blog.naver.com/resource2/221667607820,샤오미 어메이즈핏빕 운동기능편  한강자전거길 도보여행
D***1,진해항자전거길,201910**,M,5,,,      ,          ,,서울,강북구,우이동,,,,https://m.blog.naver.com/cwopenspace/221574837995,진해항 자전거길 1구간  여름아 시원한 바닷바람을 부탁해
D***0,경춘선자전거길,201910**,F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,마포구,신정동,,삼성,LG U+,https://m.cafe.naver.com/bikecity/2246496,경춘선 자전거길 다녀왓습니다
D***3,경기도자전거길,201910**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,충남,천안시 동남구,신방동,,삼성,KT,https://m.blog.naver.com/jeaneegina/221637035225,경기도 자전거길  샛터양수리강변북로중랑천
D***5,남한강자전거길,201910**,M,2,,,      ,          ,,서울,관악구,봉천동,,,,https://m.blog.naver.com/srtraveler/221594129115,남한강 자전거길  팔당대교부터 두물머리까지
D***0,동해안자전거길,201910**,M,5,,,      ,          ,,경기,용인시 수지구,신봉동,,,,https://m.blog.naver.com/jan5829/221691131600,안동영덕동해안자전거길경북강원
D***6,아라자전거길,201910**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,간석3동,,삼성,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=08Vs2&articleno=15731307,한강라이딩아라자전거길 북단을 달리다  2019 09 21
D***3,금강자전거길,201910**,F,5,,,      ,          ,,경기,부천시 소사구,소사본동,,,,https://m.blog.naver.com/kgsw1340/221588141551,2019 금강 자전거길 걷기 8
D***2,금호강자전거길,201910**,M,2,,,      ,          ,,경기,하남시,덕풍2동,,,,https://m.blog.naver.com/kjjtlove/221545472432,1분 영상 금계국이 있는 금호강 자전거길
D***5,섬진강자전거길,201910**,M,2,,,      ,          ,,서울,양천구,신정3동,,,,https://m.blog.naver.com/lchgabriel/221722950239,섬진강 자전거길 걷기
D***7,경기도자전거길,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,마포구,아현동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,알뜰폰(MVNO),https://m.blog.naver.com/jeaneegina/221637035225,경기도 자전거길  샛터양수리강변북로중랑천
D***2,금호강자전거길,201910**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,오피스텔,경기,성남시 분당구,구미동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,https://m.blog.naver.com/kjjtlove/221718556638,금호강 자전거길 고속 열차 금호강 일몰
D***7,동해안자전거길,201910**,F,3,무직,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,영등포구,신길동,,애플,SKT,https://m.blog.naver.com/jan5829/221691131600,안동영덕동해안자전거길경북강원
D***7,아라뱃길자전거길,201910**,M,4,,,      ,          ,,경남,밀양시,상남면,,,,https://m.blog.naver.com/kkj3ng/221689369652,경인 아라뱃길 자전거길 140킬로미터 라이딩
D***7,평화누리자전거길,201910**,M,5,,,      ,          ,,서울,관악구,대학동,,,,https://m.cafe.naver.com/bikecity/2239395,평화누리 자전거길 개통 구간 탐방 Feat 충돌  역주행
D***6,제주환상자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,남구,용호4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,LG U+,https://m.cafe.naver.com/bikecity/2233977,제주 제주 환상 자전거길  송악산 인증센타
D***1,낙동강자전거길,201910**,M,5,,,      ,          ,,대구,수성구,황금동,,,,https://m.blog.naver.com/llblessingll/221712095874,양산라이딩 낙동강 자전거길  작원관지  천태호  원동3고개  자전거길
D***3,영산강자전거길,201910**,M,2,,,      ,          ,,부산,해운대구,우2동,,,,https://m.blog.naver.com/whrkdwhthd/221543321562,전국 일주 9일차  담양   영산강 자전거길 12
D***5,동해안자전거길,201910**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,포항시 남구,대도동,,기타,알뜰폰(MVNO),https://m.blog.naver.com/resonantm/221580976763,동해안 자전거길 경북
D***4,제주환상자전거길,201910**,M,3,,,      ,          ,,인천,부평구,갈산2동,,,,https://blog.naver.com/ehoajdcnd/221511232639,제주도제주도자전거여행 2박3일 제주도환상종주자전거길 1일차
D***8,섬진강자전거길,201910**,F,4,,,      ,          ,,광주,북구,일곡동,,,,https://m.blog.naver.com/jounho9199/221719711334,섬진강자전거길1436km                 섬진강댐광양배알도수변공원
D***8,천안천원성천곡교천자전거길,201910**,F,4,,,      ,          ,,광주,북구,일곡동,,,,https://blog.naver.com/2058mangi/221488044780,충남 천안아산천안천 원성천 곡교천 자전거길 라이딩  자전거 여행
D***0,부여논산자전거길,201910**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,부천시 소사구,범박동,,삼성,LG U+,https://m.blog.naver.com/gaiaseed/221538430984,자전거길 부여 논산
D***4,원주천자전거길,201910**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,망우본동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,https://m.blog.naver.com/mu0212/221558344163,원주천 자전거길
D***6,영산강자전거길,201910**,M,2,,,      ,          ,,광주,광산구,송정1동,,,,https://m.blog.naver.com/2263ljm/221710367915,영산강 자전거길
D***5,무심천자전거길,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,상3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,https://m.blog.naver.com/idplus/221638676376,청주 무심천자전거길  방죽골저수지청남대가는길  장평교 초가을 풍경
D***9,영산강자전거길,201910**,F,2,,,      ,          ,,경기,안산시 상록구,사3동,,,,https://m.blog.naver.com/whrkdwhthd/221543279365,전국 일주 9일차  담양의 멋과 맛   영산강 자전거길 11
D***08,쉐도우수자전거길,201910**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,동래구,명륜1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,알뜰폰(MVNO),https://m.cafe.naver.com/bikecity/2230085,서울 쉐도우수자전거길하천 장맛비 물 구경 190728
D***44,영덕동해안자전거길,201910**,M,2,무직,100만원 미만,아니오,          ,오피스텔,제주,제주시,이도2동,,삼성,LG U+,https://m.blog.naver.com/zeropop0/221634863873,영덕 동해안 자전거길 달려보자
D***92,북한강자전거길,201910**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광주시,회덕동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://elly1105.blog.me/221502795688,북한강종주 자전거길
D***42,오천자전거길,201910**,M,2,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",400~499만원,아니오,          ,오피스텔,강원,원주시,문막읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",LG,알뜰폰(MVNO),https://m.blog.naver.com/jjobsal/221556957773,오천자전거길
D***59,오천자전거길,201910**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,마포구,성산1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,LG U+,https://m.blog.naver.com/jin451945/221535254093,오천자전거길  Team MM 투어라이딩  행촌교차로합강공원
D***80,대구자전거길,201910**,M,5,"관리직 (사장, 간부, 고위공무원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부개3동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,https://m.blog.naver.com/daeguvisit/221661214996,시원한 가을 가보기 좋은 대구 자전거길  금호강 생태공원 삼성라이온즈파크 등
D***82,제주환상자전거길,201910**,F,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,부산,부산진구,개금2동,,LG,LG U+,https://m.blog.naver.com/jin_sa/221672659037,제주 환상 자전거길  제주항 용두암인증센터 다락쉼터 발리리조트
D***43,오천자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,상1동,"경차 (모닝, 스파크 등)",애플,KT,https://m.blog.naver.com/sonmiheon/221717112558,오천 자전거길 간다 하고선 대청댐에서 놀다 옴 징글징글 오천 종주 실패 20191127 업데이트
D***73,새재자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,오피스텔,서울,관악구,조원동,,삼성,KT,https://m.cafe.naver.com/unicyclists/31601,사단법인 한국외발자전거협회
D***64,평화누리자전거길,201910**,M,3,기타 ,500~599만원,아니오,          ,아파트/ 주상복합,서울,강동구,길동,,삼성,KT,https://m.blog.naver.com/jryulg/221717108617,평화누리 자전거길 드디어
D***99,춘천의암호하늘자전거길,201910**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,전남,광양시,중동,,애플,SKT,https://m.blog.naver.com/myhee0831/221578953988,춘천의암호 하늘자전거길  우물막국수 닭갈비
D***29,낙동강자전거길,201910**,M,5,,,      ,          ,,경기,고양시 덕양구,화정동,,,,https://m.blog.naver.com/nice0630/221697722000,창이낙동강자전거길황산체육공원출발
D***81,전주천자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,풍암동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,http://blog.jeonju.go.kr/221522938958,봄바람 휘날리는 전주 바람쐬는길 자전거 코스
D***30,안양천자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,잠실동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,https://blog.naver.com/lucia4989/221514759047,무인카페 Touch cafe 안양천자전거길 산책중 다녀오기좋은곳
D***48,경춘선자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,오피스텔,경기,성남시 중원구,성남동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/mmosoon/221681221552,191016 경춘선자전거길  퇴계원역사릉역금곡역남양주시청제1청사
D***66,북한강자전거길,201910**,M,3,"자영업 (도소매업, 숙박업, 미용업)",800~899만원,아니오,          ,아파트/ 주상복합,대전,유성구,신성동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",애플,SKT,https://m.blog.naver.com/su1653/221704758527,찮은이형 라이딩 코스 한강  북한강 자전거길두물머리자라섬  춘천
D***,아라뱃길자전거길,201910**,M,4,,,      ,          ,,경기,안양시 만안구,박달1동,,,,https://m.blog.naver.com/ejsong12/221532035147,아라뱃길자전거길소래포구
D***,새재자전거길,201910**,M,4,,,      ,          ,,경기,수원시 장안구,이목동,,,,https://m.blog.naver.com/zelkobaray/221673779374,국토종주3회차 새재자전거길 완료
D***,동해안자전거길,201910**,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,남양주시,호평동,,삼성,KT,https://m.blog.naver.com/jamchang/221694684483,동해안 종주 자전거길  동해안 자전거길  자전거 여행  국토종주
D***,북한강자전거길,201910**,M,4,,,      ,          ,,경기,고양시 일산서구,일산3동,,,,https://blog.naver.com/alstn1503/221490340522,자전거 국토종주 북한강 종주자전거길
D***,하남미사리자전거길,201910**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,중구,운서동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,알뜰폰(MVNO),https://m.blog.naver.com/juhyun9909/221604275520,하남사랑하남미사리자전거길 미사리자전거길
D***,섬진강자전거길,201910**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 상당구,용암2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,KT,https://m.blog.naver.com/84days/221696079857,2 섬진강 자전거길
D***,영산강자전거길,201910**,M,5,,,      ,          ,,부산,강서구,신호동,,,,https://m.blog.naver.com/qwermm/221531409670,영산강자전거길못난이미술관용호정 마실라이딩
D***1,평화누리자전거길,201910**,M,4,,,      ,          ,,인천,남구,주안6동,,,,https://m.blog.naver.com/yhsukno1/221631978928,평화누리 자전거길
D***5,금강자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,김해시,장유면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,알뜰폰(MVNO),https://m.blog.naver.com/24oo/221714742817,국토종주 금강자전거길 합강공원  세종보  금강하구둑
D***3,남한강자전거길,201910**,M,5,,,      ,          ,,경기,여주군,여주읍,,,,https://m.blog.naver.com/id780629/221632367842,만원 한 장 들고가는 남한강자전거길 인생 여행
D***5,양평자전거길,201910**,M,4,,,      ,          ,,서울,동작구,상도1동,,,,https://m.blog.naver.com/cheong_won/221720255947,찬바람 안고 양평 자전거길을 달려본다
D***1,낙동강자전거길,201910**,M,4,,,      ,          ,,서울,강북구,인수동,,,,https://aramismm.blog.me/221483247329,대구 라이딩하기에 좋은 강정보 낙동강 자전거길 
D***0,오천자전거길,201910**,F,4,,,      ,          ,,전남,무안군,삼향면,,,,https://blog.naver.com/2058mangi/221502111095,국토종주 오천 자전거길 라이딩  자전거 여행
D***1,영산강자전거길,201910**,M,2,,,      ,          ,,경기,양주시,백석읍,,,,https://m.blog.naver.com/rockchord/221652194567,영산강 자전거길 종주  190915
D***7,오천자전거길,201910**,M,2,,,      ,          ,,서울,강서구,화곡1동,,,,https://blog.naver.com/kdx3korea/221489960701,드디어 오천 자전거길 190309당일 종주
D***4,동해안자전거길,201910**,F,5,,,      ,          ,,경기,부천시 소사구,소사본1동,,,,https://emptydream.tistory.com/m/4796,동해안 자전거길 영덕  고래불해변  후포 해수욕장
D***8,낙동강자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,달서구,상인2동,,삼성,KT,https://blog.naver.com/baemju/221524530022,낙동강 자전거길물금사상
D***7,낙동강자전거길,201910**,M,3,,,      ,          ,,부산,부산진구,개금2동,,,,https://blog.naver.com/baemju/221480460710,양산가볼만한곳낙동강 종주 자전거길카페오순
D***4,섬진강자전거길,201910**,M,4,,,      ,          ,,전북,완주군,봉동읍,,,,https://m.blog.naver.com/hsj1145/221602212602,다시찾은 섬진강 자전거길
D***9,조종천자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,용현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,https://m.blog.naver.com/wncks9875/221636966845,청평 유원지 조종천 자전거길에 정 국수커피예요
D***8,낙동강자전거길,201910**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,SKT,https://m.blog.naver.com/llblessingll/221536049910,양산라이딩 서비바이크 낙동강자전거길  배태고개  밀양댐  역순 갑자기 분위기 90km
D***4,제주환상자전거길,201910**,M,5,,,      ,          ,,경기,용인시 기흥구,농서동,,,,https://blog.naver.com/kikikikikiki1004/221524433741,제주 식빵맨의 세상 소중한 버킷리스트2 제주환상자전거길 종주 12day1일차
D***5,오천자전거길,201910**,F,5,,,      ,          ,,전북,전주시 덕진구,호성동1가,,,,https://blog.naver.com/kdx3korea/221489960701,드디어 오천 자전거길 190309당일 종주
D***0,영산강자전거길,201910**,M,3,,,      ,          ,,경남,진주시,평거동,,,,https://m.blog.naver.com/zoahakdlf81/221685107295,10월 자유취재 영산강 자전거길 안내센터
D***4,안양천자전거길,201910**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,양천구,신정4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://blog.naver.com/milcamp/221522381395,안양천 자전거길목감천
D***8,낙동강자전거길,201910**,M,2,,,      ,          ,,대전,서구,갈마2동,,,,https://m.blog.naver.com/llblessingll/221712095874,양산라이딩 낙동강 자전거길  작원관지  천태호  원동3고개  자전거길
