auser_ntrs_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pltc_dgnt_cont,ecnm_dgnt_cont,sct_dgnt_cont,lilhd_dgnt_cont,wrld_dgnt_cont,it_dgnt_cont,sprt_dgnt_cont,tv_etmn_dgnt_cont,main_ntrs_cd,info_obtn_site_url,info_obtn_site_subjc_nm
D***54,201911**,F,2,,,      ,          ,,,,,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=028&aid=0002467407&sid1=102&mode=LSD,아들 마중 갔다가…‘음주운전‘ 아들 트럭에 어머니 치여 숨져
D***76,201911**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 남구,오천읍,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/photocenter/sports?albumId=81687&imgId=2065120&ctg=kbo&listUrl=https://m.sports.naver.com/kbaseball/photocenter/index.nhn&historyBack=true,포토 :: 네이버스포츠
D***27,201911**,M,3,무직,100만원 미만,예    ,자녀 없음 ,오피스텔,경남,창원시 성산구,중앙동,,삼성,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002918717,카페 들이받고 잠... :: 네이버 뉴스
D***92,201911**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광주시,태전동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,알뜰폰(MVNO),,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=108&aid=0002792247,"김성근이 다시 묻는다 한국야구, 팬들에게 승패 말곤 뭘 주는가 [★인터뷰] :: 네이버스포츠"
D***00,201911**,M,4,,,      ,          ,,서울,관악구,봉천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002941258,"교통공사 직원 친인척 192명 정규직 전환, 감사원 채용 비리 확인"
D***84,201911**,M,3,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,천안시 서북구,직산읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,,,사회,,,,,,스포츠,https://n.news.naver.com/article/079/0003244643,덮개공원은 암적... :: 네이버 뉴스
D***53,201911**,M,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,화양동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,,,,,세계,,,,스포츠,https://n.news.naver.com/article/025/0002906149,파리 도착 韓여성... :: 네이버 뉴스
D***53,201911**,M,3,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,광진구,화양동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=032&aid=0002966667,PS 첫 ‘수도권 시리즈’…키움·LG 3년 만에 붙는다 :: 네이버스포츠
D***07,201911**,M,5,기타 ,300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,영도구,동삼1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/worldbaseball/gamecenter/mlb/index.nhn?gameId=20190806SLLA0,세인트루이스 vs LA 다저스 : 네이버 스포츠
D***16,201911**,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,아파트/ 주상복합,서울,양천구,목3동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,LG U+,정치,,,,,,,,정치,https://n.news.naver.com/article/025/0002955565?ntype=RANKING,입술만 대는 줄 알았는데…지금도 아찔한 윤인자 키스
D***24,201911**,M,2,,,      ,          ,,,,,,,,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011124025,"직업이 집주인 1만8천명, 월수입 279만원…근로자 월급 맞먹어"
D***88,201911**,M,5,"관리직 (사장, 간부, 고위공무원)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,북구,명촌동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,SKT,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=311&aid=0000975419&cluid=enter_201904041120_00000007,"케이케이, 다이빙으로 전신마비→모금 호소에 갑론을박→6일 귀국 [종합] :: 네이버 TV연예"
D***13,201911**,M,5,"관리직 (사장, 간부, 고위공무원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,장항1동,,삼성,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000210854,처음으로 혼났어요 LG 정우영 가을야구 전 예방접종 맞은 사연 :: 네이버스포츠
D***64,201911**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,아니오,          ,단독주택,서울,송파구,풍납1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=047&aid=0002241860&ntype=RANKING&rc=N,"돌아오라, 손석희... 시민들이 분노한 이유"
D***,201911**,M,5,,,      ,          ,,서울,송파구,잠실4동,,,,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004122528,1인 기획사 세... :: 네이버 뉴스
D***,201911**,F,5,,,      ,          ,,경기,군포시,오금동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?tab=vod&gameId=44441003NCLG02019,NC vs LG : 네이버 스포츠
D***,201911**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,아파트/ 주상복합,대구,달성군,다사읍,,애플,KT,,,사회,,,,,,사회,https://n.news.naver.com/article/421/0003979794,아이들 얼굴 상처... :: 네이버 뉴스
D***,201911**,M,3,,,      ,          ,,광주,광산구,월계동,,,,,,,,세계,,,,사회,https://n.news.naver.com/article/025/0002906506,서사하라·모리타... :: 네이버 뉴스
D***,201911**,M,3,,,      ,          ,,광주,광산구,월계동,,,,,,,,,IT,,,사회,https://n.news.naver.com/article/421/0004075110?ntype=RANKING,"일제 불매, 日국... :: 네이버 뉴스"
D***,201911**,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,시흥시,정왕2동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",LG,알뜰폰(MVNO),,경제,,,,,,,경제,https://m.news.naver.com/shareRankingRead.nhn?oid=052&aid=0001274582&sid1=001&rc=N,네이버 뉴스
D***,201911**,M,5,,,      ,          ,,광주,광산구,운남동,,,,정치,,,,,,,,사회,https://n.news.naver.com/article/025/0002906064?ntype=RANKING,마이크 켜진 줄 ... :: 네이버 뉴스
D***0,201911**,M,3,,,      ,          ,,경기,시흥시,장현동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=33331006LGWO02019&tab=vod,LG vs 키움 : 네이버 스포츠
D***3,201911**,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡1동,"소형SUV/CUV (티볼리, QM3 등)",삼성,SKT,,,,,,,스포츠,,경제,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=477&aid=0000205337,"채은성 국가 대표는 꿈, 자비로 유니폼이라도 만들 것 :: 네이버스포츠"
D***4,201911**,M,5,,,      ,          ,,경남,창원시 의창구,팔용동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/005/0001194877?ntype=RANKING,‘1000원 갑질’ ... :: 네이버 뉴스
D***1,201911**,F,3,,,      ,          ,,대구,남구,대명3동,,,,,,,,,,스포츠,,생활,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=382&aid=0000736331,‘늦게 피는 꽃’이 되고픈 한화 백업포수 김종민 :: 네이버스포츠
D***6,201911**,M,4,,,      ,          ,,경기,용인시 기흥구,상하동,,,,정치,,,,,,,,정치,https://n.news.naver.com/article/009/0004438903,"[국감현장] 병무청장 유승준, 현재 국민정서로는 입국하지 않아야"
D***9,201911**,M,4,,,      ,          ,,경기,고양시 덕양구,관산동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/031/0000489151,마음까지 훔치는 ... :: 네이버 뉴스
D***2,201911**,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,서초구,방배동,,LG,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002919370,어벤져스 시각... :: 네이버 뉴스
D***5,201911**,M,3,,,      ,          ,,서울,노원구,중계2.3동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?oid=214&aid=0000980195&sid1=102&mode=LSD,초등생 치고 줄행랑…범인 잡아주세요 피울음
D***1,201911**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,대구,서구,내당동,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,세계,,,,세계,https://m.news.naver.com/shareRankingRead.nhn?oid=025&aid=0002952661&sid1=001&rc=N,네이버 뉴스
D***9,201911**,F,3,,,      ,          ,,대구,북구,복현2동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=109&aid=0004094398,"오지환, WC 엔트리 전격 포함...대타 활용 류중일 감독 [오!쎈 현장] :: 네이버스포츠"
D***4,201911**,M,4,,,      ,          ,,서울,성북구,길음1동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/449/0000173358,여자 소개 후 잠... :: 네이버 뉴스
D***9,201911**,F,2,,,      ,          ,,대전,유성구,대동,,,,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=311&aid=0001058175,고투 부산 진출 ㄷㅅㄱㅈㅈ 퀴즈…정답 공개(캐시슬라이드)
D***1,201911**,F,4,,,      ,          ,,충남,연기군,조치원읍,,,,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=311&aid=0000991798&cluid=enter_201905171700_00000071,"장성규, 골프대회 기권 악플 공개…이번엔 봐주겠다 [전문] :: 네이버 TV연예"
D***0,201911**,F,2,,,      ,          ,,경기,수원시 팔달구,고등동,,,,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=214&aid=0000942594&sid1=&ntype=RANKING,대마 11번 흡연... :: 네이버 뉴스
D***6,201911**,M,4,,,      ,          ,,서울,관악구,서림동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/449/0000173300?ntype=RANKING,[판결의 재구성]... :: 네이버 뉴스
D***6,201911**,F,2,,,      ,          ,,경남,진주시,칠암동,,,,,,,,,,스포츠,,경제,https://m.sports.naver.com/wfootball/news/read.nhn?oid=413&aid=0000087532,"[오피셜] 영입 한달 만에 말라가, 오카자키 신지와 계약 해지 :: 네이버스포츠"
D***0,201911**,M,2,,,      ,          ,,경기,성남시 분당구,운중동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",,,,,사회,,,,,,사회,https://n.news.naver.com/article/023/0003458851,[문득 궁금] 파... :: 네이버 뉴스
D***8,201911**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,고잔2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",LG,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=076&aid=0003433176,"유럽시장 미쳐 돌아간다, 맥과이어 1170억·완비사카 810억..펠릭스 1580억! :: 네이버스포츠"
D***0,201911**,M,3,,,      ,          ,,대전,중구,오류동,,,,,,,,,,,TV연예,TV연예,https://m.entertain.naver.com/ranking#/defaultRanking/default/20191015/30,많이 본 뉴스 :: 네이버 TV연예
D***0,201911**,F,5,,,      ,          ,,서울,강남구,대치1동,,,,,,사회,,,,,,경제,https://n.news.naver.com/article/055/0000731221,경찰 마주치자 ... :: 네이버 뉴스
D***5,201911**,F,3,,,      ,          ,,대구,남구,대명11동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004314587,"구하라, 자택서 숨진 채 발견…극단적 선택에 무게(종합)"
D***4,201911**,F,4,,,      ,          ,,서울,강남구,대치1동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=056&aid=0010727720,"[영상] ‘폭풍 2도움’ 하승진, 직접 감독해봤습니다! :: 네이버스포츠"
D***3,201911**,F,4,,,      ,          ,,서울,동작구,흑석동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010807665?ntype=RANKING,공항고속도로서 ... :: 네이버 뉴스
D***4,201911**,M,3,,,      ,          ,,서울,강남구,자곡동,,,,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=144&aid=0000614242,‘장동건부터 송중기까지’…주진모♥민혜연 결혼식 축하 위해 모인 ‘역대급’ 라인업 :: 네이버 TV연예
D***7,201911**,M,2,,,      ,          ,,대구,달서구,용산2동,,,,,경제,,,,,,,경제,https://n.news.naver.com/article/055/0000729350?ntype=RANKING,가격 낮췄더니 ... :: 네이버 뉴스
D***6,201911**,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,둔촌1동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/025/0002905109,벤츠 사망 운전자... :: 네이버 뉴스
D***6,201911**,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,둔촌1동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011241289,13세 연하인 몽골인 아내에 아직도 존댓말해요
D***8,201911**,M,5,,,      ,          ,,인천,연수구,송도동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=547162,네이버 스포츠
D***4,201911**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,조남동,,LG,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003536512,[전문] 한숨 쉰 ... :: 네이버 뉴스
D***6,201911**,F,5,,,      ,          ,,경북,영주시,영주1동,,,,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=20190903WOOB02019&tab=preview,키움 vs 두산 : 네이버 스포츠
D***2,201911**,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,서울,노원구,상계8동,,LG,KT,,,사회,,,,,,사회,https://m.news.naver.com/rankingRead.nhn?oid=056&aid=0010751483&sid1=102&ntype=RANKING,경기 연천서 국내 14번째 돼지열병 ‘확진’…연천 농장 ‘48시간 일시이동중지’
D***8,201911**,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,단독주택,서울,송파구,잠실동,,애플,알뜰폰(MVNO),,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0003026939&oid=081&sid1=102,"더 세진 ‘강’ 태풍 링링, 7일 서울에 역대급 강풍"
D***3,201911**,F,2,,,      ,          ,,서울,은평구,불광1동,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/011/0003580903?ntype=RANKING,아프리카BJ 앞세... :: 네이버 뉴스
D***6,201911**,M,4,,,      ,          ,,경남,양산시,물금읍,,,,,,,,,,,TV연예,사회,https://m.entertain.naver.com/ranking/read?oid=117&aid=0003216675&rankingType=default&rankingDate=20190516,수상한 장모 안연홍 이혼녀 역할? 저도 이혼…자랑 아니지만 죄인도 아니다 [종합] :: 네이버 TV연예
D***9,201911**,M,2,,,      ,          ,,서울,강동구,고덕1동,,,,,,,,,,,TV연예,사회,https://m.entertain.naver.com/tvBrand/8743188/broadcastInfo/castCard#10183553,TV [동백꽃 필 무렵] - 방송정보 :: 네이버 TV연예
D***8,201911**,M,2,,,      ,          ,,부산,남구,대연3동,,,,,,,,,,,TV연예,IT,https://m.entertain.naver.com/read?oid=241&aid=0002922873,"작업실, 현실커플 장재인♥남태현 첫 데이트 현장 공개 :: 네이버 TV연예"
D***0,201911**,M,5,,,      ,          ,,서울,강남구,대치동,,,,,,사회,,,,,,스포츠,https://m.news.naver.com/rankingRead.nhn?oid=081&aid=0003033280&sid1=&ntype=RANKING,한반도 할퀸 태풍 ‘미탁’ 4명 사망·2명 실종
D***8,201911**,M,3,,,      ,          ,,인천,옹진군,영흥면,,,,,,,,세계,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=020&aid=0003252209&sid1=104&date=2019110821&ntype=MEMORANKING,"“韓, 3일만에 사실상 사형선고”… 北주민 추방에 국제사회 비판"
D***4,201911**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,성동구,금호동4가,,삼성,SKT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011147581,철원 민통선 안 멧돼지 폐사체서 돼지열병 바이러스…7마리째(종합)
D***1,201911**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,경기,수원시 권선구,구운동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=005&aid=0001207974,"“수면제 먹인 뒤 여고생 성폭행” 前 한화 엄태용, 징역 4년 6개월 :: 네이버스포츠"
D***1,201911**,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,단독주택,전남,완도군,고금면,"소형SUV/CUV (티볼리, QM3 등)",애플,LG U+,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=529&aid=0000035882,"[메이저리그 투나잇] 벨린저, 다저스 최단 경기 100호 홈런 위업 :: 네이버스포츠"
D***0,201911**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,동대문구,답십리2동,"경차 (모닝, 스파크 등)",삼성,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=469&aid=0000430142,동남권 스친 하기비스… 70대 쓰러지고 동해선 한때 운행 중단
D***0,201911**,M,3,,,      ,          ,,서울,강북구,미아동,,,,,경제,,,,,,,경제,https://m.news.naver.com/rankingRead.nhn?oid=311&aid=0001072961&ntype=RANKING&rc=N,미세플라스틱 섬유유연제 논란 비켜가 국회에서 칭찬받은 우수사례
D***1,201911**,M,5,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,철산동,,기타,SKT,,,사회,,,,,,사회,https://n.news.naver.com/article/001/0010816370,동원훈련 중 예비... :: 네이버 뉴스
D***7,201911**,M,4,,,      ,          ,,부산,수영구,남천동,,,,,,,,세계,,,,생활,https://n.news.naver.com/article/001/0011138338,"수십년새 가장 위험 태풍 하기비스, 日직격…465만명 피난권고"
D***4,201911**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,수원시 팔달구,우만1동,,LG,KT,,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wfootball/news/read.nhn?oid=311&aid=0001003471,이적 암시 루카쿠 바쁜 여름이 될 것 :: 네이버스포츠
D***6,201911**,M,2,,,      ,          ,,서울,용산구,보광동,,,,,,,,,,,TV연예,TV연예,https://m.entertain.naver.com/read?oid=112&aid=0003149972,"싱글맘 김나영, 여유넘치는 근황…여전한 패션센스 :: 네이버 TV연예"
D***9,201911**,F,5,,,      ,          ,,경기,남양주시,평내동,,,,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/photocenter/sports?albumId=81417&imgId=2055218&ctg=kbo&listUrl=https://m.sports.naver.com/kbaseball/photocenter/index.nhn&historyBack=true,포토 :: 네이버스포츠
D***0,201911**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,단독주택,서울,광진구,중곡1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=108&aid=0002802813,"듀란트, 최고 선수 이제 끝? 복귀 후 실력 100% 유지 어렵다 :: 네이버스포츠"
D***7,201911**,M,3,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,부산,금정구,장전1동,,LG,LG U+,,,,,,,,TV연예,사회,https://m.entertain.naver.com/read?oid=052&aid=0001295006,[Y리뷰] 철파엠 강민경 김영철이 이상형? 변함없다 :: 네이버 TV연예
D***2,201911**,M,5,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달서구,도원동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,KT,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=081&aid=0002990140,로버트 할리 결국... :: 네이버 뉴스
D***0,201911**,F,2,,,      ,          ,,부산,금정구,장전1동,,,,,,,,,,,TV연예,TV연예,https://m.entertain.naver.com/read?oid=076&aid=0003424891,"이상우♥ 김소연, 긴 머리에서 단발로 변신…우아美 가득 :: 네이버 TV연예"
D***0,201911**,F,3,"판매직 (상점점원, 보험설계사, 노점상)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 북구,흥해읍,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",기타,KT,,,,,세계,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=052&aid=0001364251&sid1=104&date=2019111115&ntype=MEMORANKING,"日 위안부, 성노예 아냐...韓도 확인 논란"
D***9,201911**,M,4,"교직 (교사, 유치원교사, 학원강사)",200~299만원,아니오,          ,단독주택,강원,홍천군,홍천읍,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/basketball/news/read.nhn?oid=398&aid=0000027891,"우린 멜로를 원해 카멜로 앤써니, 브루클린 유니폼 입을까 :: 네이버스포츠"
D***7,201911**,F,3,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,부산,해운대구,우동,,애플,알뜰폰(MVNO),,,,,,,스포츠,,스포츠,https://m.sports.naver.com/wbaseball/news/read.nhn?oid=109&aid=0004059699,"승리 보다 무실점 기뻐 류현진, 슬라이더 비밀무기 주효 [생생인터뷰] :: 네이버스포츠"
D***6,201911**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,제주,제주시,연동,"경차 (모닝, 스파크 등)",LG,LG U+,,경제,,,,,,,경제,https://m.news.naver.com/read.nhn?mode=LSD&sid1=101&sid2=263&oid=437&aid=0000206435,"주 52시간, 작을... :: 네이버 뉴스"
D***7,201911**,M,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,유성구,봉산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,,,,,,,스포츠,,사회,https://m.sports.naver.com/kbaseball/news/read.nhn?oid=396&aid=0000515461,"[SW엿보기] 롯데, 흔들리는 포수진… 양상문 감독 “누굴 탓하기 애매해” :: 네이버스포츠"
D***6,201911**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,하동군,진교면,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",LG,LG U+,,,사회,,,,,,사회,https://m.news.naver.com/memoRankingRead.nhn?oid=025&aid=0002955386&sid1=102&date=2019112515&ntype=MEMORANKING,구하라 남긴 2시간 증언···불법촬영 최종범 항소심 계속된다
D***0,201911**,M,2,,,      ,          ,,전북,익산시,부송동,,,,,,,,,,스포츠,,스포츠,"https://m.sports.naver.com/comment/list.nhn?objectId=news477,0000205329&sort=LIKE",[세계청소년야구] 148km 뱀직구 무서운 19살…LG 팬들 좋겠네 :: 네이버스포츠
D***0,201911**,M,2,,,      ,          ,,서울,강남구,논현1동,,,,,,사회,,,,,,스포츠,https://n.news.naver.com/article/023/0003445699,또 고령 운전자... :: 네이버 뉴스
D***0,201911**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,단독주택,전북,전주시 덕진구,인후동1가,"경차 (모닝, 스파크 등)",삼성,SKT,,,,,,,스포츠,,사회,https://m.sports.naver.com/video.nhn?id=567515,네이버 스포츠
D***4,201911**,F,3,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,종로구,무악동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,알뜰폰(MVNO),,,,,,,스포츠,,스포츠,https://m.sports.naver.com/baseball/gamecenter/kbo/index.nhn?gameId=33331007LGWO02019&tab=vod,LG vs 키움 : 네이버 스포츠
D***5,201911**,M,2,,,      ,          ,,경기,안성시,대덕면,,,,,,사회,,,,,,사회,https://n.news.naver.com/article/011/0003582048,할머니도 화나면 ... :: 네이버 뉴스
D***6,201911**,F,2,,,      ,          ,,경기,안산시 상록구,부곡동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=025&aid=0002956248,스타일러에서 팍팍 털린 옷···그 미세먼지는 어디로 가나
D***2,201911**,M,2,,,      ,          ,,대전,동구,대동,,삼성,LG U+,,,사회,,,,,,사회,https://n.news.naver.com/article/015/0004119721,강원 고성에 대형... :: 네이버 뉴스
D***4,201911**,M,4,,,      ,          ,,경기,군포시,산본2동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=102&oid=009&aid=0004464604,서울 서초동 상가 지하서 화재로 13명 부상…사망자는 없어
D***0,201911**,M,4,,,      ,          ,,경북,포항시 남구,효자동,,,,,,사회,,,,,,사회,https://m.news.naver.com/read.nhn?aid=0003027356&oid=081&sid1=102,이혼한 부인 잔혹 살해한 30대 남성 징역 30년 확정
D***3,201911**,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡1동,,애플,SKT,,,,,,,스포츠,,세계,https://m.sports.naver.com/basketball/news/read.nhn?oid=005&aid=0001225394,"웨스트브룩, NBA 슈퍼스타 품격 보여줬다 :: 네이버스포츠"
